PassengerId,GroupId,GroupSize,Transported,HomePlanet,Destination,CryoSleep,Cabin P1,Cabin P2,Cabin P3,Age,VIP,TotalSpendings,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
2551_01,2551,1,False,Earth,TRAPPIST-1e,False,F,523,P,32.0,False,723.0,238.0,156.0,3.0,2.0,324.0
2552_01,2552,3,True,Earth,TRAPPIST-1e,False,F,492,S,19.0,False,1128.0,0.0,1124.0,4.0,0.0,0.0
2552_02,2552,3,True,Earth,55 Cancri e,False,G,408,S,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2552_03,2552,3,True,Earth,55 Cancri e,False,G,408,S,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2553_01,2553,1,True,Europa,TRAPPIST-1e,True,D,87,S,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2555_01,2555,2,True,Europa,55 Cancri e,True,B,78,P,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2555_02,2555,2,True,Europa,TRAPPIST-1e,True,B,78,P,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2557_01,2557,1,True,Europa,TRAPPIST-1e,True,C,92,S,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2558_01,2558,4,True,Mars,TRAPPIST-1e,False,F,525,P,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2558_02,2558,4,True,Mars,TRAPPIST-1e,True,F,525,P,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2558_03,2558,4,True,Mars,TRAPPIST-1e,False,F,525,P,55.0,False,1325.0,403.0,0.0,922.0,0.0,0.0
2558_04,2558,4,True,Mars,TRAPPIST-1e,True,F,525,P,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2559_01,2559,1,False,Europa,TRAPPIST-1e,False,F,40,S,51.0,False,4537.0,0.0,1949.0,0.0,2549.0,39.0
2560_01,2560,3,True,Earth,PSO J318.5-22,True,G,412,P,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2560_02,2560,3,False,Earth,TRAPPIST-1e,False,G,412,P,21.0,False,2701.0,882.0,0.0,0.0,1819.0,0.0
2560_03,2560,3,False,Earth,TRAPPIST-1e,False,G,412,P,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2561_01,2561,1,False,Earth,TRAPPIST-1e,False,E,178,S,19.0,False,788.0,194.0,44.0,0.0,549.0,1.0
2562_01,2562,2,True,Mars,TRAPPIST-1e,True,F,526,P,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2562_02,2562,2,False,Mars,TRAPPIST-1e,False,F,526,P,20.0,False,2598.0,2502.0,0.0,96.0,0.0,0.0
2564_01,2564,1,True,Europa,TRAPPIST-1e,False,E,179,S,42.0,False,3125.0,2.0,3024.0,0.0,89.0,10.0
2565_01,2565,2,True,Mars,TRAPPIST-1e,True,F,527,P,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2565_02,2565,2,False,Mars,TRAPPIST-1e,False,E,155,P,32.0,False,1360.0,598.0,0.0,138.0,0.0,624.0
2571_01,2571,1,True,Earth,TRAPPIST-1e,False,G,414,P,28.0,False,784.0,145.0,8.0,557.0,0.0,74.0
2572_01,2572,2,True,Europa,55 Cancri e,True,C,93,S,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2572_02,2572,2,True,Europa,55 Cancri e,True,C,93,S,56.0,True,0.0,0.0,0.0,0.0,0.0,0.0
2573_01,2573,1,True,Europa,55 Cancri e,True,C,90,P,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2574_01,2574,1,False,Earth,TRAPPIST-1e,False,F,496,S,42.0,False,803.0,10.0,303.0,12.0,0.0,478.0
2578_01,2578,1,False,Earth,TRAPPIST-1e,False,F,498,S,18.0,False,2757.0,1153.0,0.0,0.0,1409.0,195.0
2580_01,2580,1,False,Earth,TRAPPIST-1e,False,G,412,S,24.0,False,721.0,19.0,676.0,0.0,26.0,0.0
2581_01,2581,2,False,Earth,TRAPPIST-1e,False,E,156,P,20.0,False,786.0,496.0,20.0,16.0,0.0,254.0
2581_02,2581,2,False,Earth,TRAPPIST-1e,False,F,531,P,22.0,False,759.0,26.0,0.0,0.0,0.0,733.0
2582_01,2582,1,False,Earth,TRAPPIST-1e,False,G,415,P,22.0,False,785.0,98.0,0.0,46.0,641.0,0.0
2584_01,2584,1,False,Earth,PSO J318.5-22,True,G,417,P,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2588_01,2588,1,True,Earth,TRAPPIST-1e,False,G,419,P,28.0,False,913.0,4.0,166.0,743.0,0.0,0.0
2589_01,2589,5,True,Europa,TRAPPIST-1e,True,C,91,P,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2589_02,2589,5,True,Europa,55 Cancri e,True,C,91,P,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2589_03,2589,5,False,Europa,TRAPPIST-1e,False,C,91,P,26.0,False,11757.0,0.0,8150.0,0.0,3508.0,99.0
2589_04,2589,5,False,Europa,TRAPPIST-1e,False,C,91,P,30.0,True,3577.0,0.0,632.0,0.0,673.0,2272.0
2589_05,2589,5,True,Europa,TRAPPIST-1e,True,C,91,P,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2590_01,2590,3,False,Earth,TRAPPIST-1e,False,G,420,P,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2590_02,2590,3,False,Earth,TRAPPIST-1e,False,G,420,P,45.0,False,839.0,406.0,148.0,285.0,0.0,0.0
2590_03,2590,3,True,Earth,PSO J318.5-22,True,G,420,P,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2591_01,2591,2,False,Earth,PSO J318.5-22,False,F,499,S,18.0,False,636.0,9.0,419.0,0.0,201.0,7.0
2591_02,2591,2,False,Earth,TRAPPIST-1e,False,G,413,S,23.0,False,817.0,0.0,121.0,0.0,568.0,128.0
2592_01,2592,2,False,Mars,TRAPPIST-1e,False,D,75,P,29.0,True,861.0,803.0,0.0,0.0,58.0,0.0
2592_02,2592,2,False,Mars,TRAPPIST-1e,False,D,75,P,18.0,False,3739.0,1102.0,9.0,2628.0,0.0,0.0
2593_01,2593,1,False,Earth,TRAPPIST-1e,False,G,421,P,28.0,False,881.0,804.0,2.0,13.0,0.0,62.0
2594_01,2594,1,True,Europa,TRAPPIST-1e,True,B,98,S,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2595_01,2595,4,True,Mars,55 Cancri e,False,F,533,P,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2595_02,2595,4,True,Mars,TRAPPIST-1e,True,F,533,P,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2595_03,2595,4,False,Mars,TRAPPIST-1e,False,D,76,P,28.0,False,1056.0,938.0,61.0,0.0,53.0,4.0
2595_04,2595,4,True,Mars,TRAPPIST-1e,False,F,533,P,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2596_01,2596,2,False,Mars,TRAPPIST-1e,False,D,77,P,20.0,False,3362.0,59.0,0.0,1646.0,1657.0,0.0
2596_02,2596,2,True,Mars,TRAPPIST-1e,True,F,534,P,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2597_01,2597,2,True,Mars,TRAPPIST-1e,True,F,500,S,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2597_02,2597,2,False,Mars,55 Cancri e,False,F,500,S,31.0,False,2902.0,995.0,7.0,1213.0,0.0,687.0
2598_01,2598,1,False,Mars,TRAPPIST-1e,False,F,535,P,37.0,False,2476.0,27.0,0.0,1131.0,0.0,1318.0
2599_01,2599,1,False,Earth,TRAPPIST-1e,True,F,223,S,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2601_01,2601,1,True,Mars,TRAPPIST-1e,True,F,536,P,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2602_01,2602,3,False,Mars,TRAPPIST-1e,True,E,158,P,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2602_02,2602,3,True,Mars,55 Cancri e,False,E,158,P,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2602_03,2602,3,False,Mars,TRAPPIST-1e,True,E,158,P,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2605_01,2605,1,True,Mars,55 Cancri e,True,D,88,S,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2606_01,2606,2,False,Earth,TRAPPIST-1e,False,F,537,P,32.0,False,901.0,900.0,0.0,0.0,0.0,1.0
2606_02,2606,2,False,Earth,TRAPPIST-1e,False,F,537,P,45.0,False,900.0,10.0,16.0,801.0,73.0,0.0
2607_01,2607,4,True,Europa,TRAPPIST-1e,True,B,99,S,63.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2607_02,2607,4,True,Europa,TRAPPIST-1e,True,B,99,S,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2607_03,2607,4,True,Europa,55 Cancri e,False,B,99,S,35.0,False,2451.0,0.0,1471.0,2.0,445.0,533.0
2607_04,2607,4,True,Europa,TRAPPIST-1e,False,B,99,S,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2609_01,2609,1,True,Earth,PSO J318.5-22,True,G,416,S,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2616_01,2616,1,False,Earth,TRAPPIST-1e,True,F,541,P,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2617_01,2617,1,False,Earth,PSO J318.5-22,False,G,424,P,32.0,False,528.0,59.0,0.0,469.0,0.0,0.0
2618_01,2618,1,True,Earth,TRAPPIST-1e,True,E,159,P,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2619_01,2619,1,False,Earth,55 Cancri e,False,F,504,S,17.0,False,2000.0,2000.0,0.0,0.0,0.0,0.0
2622_01,2622,1,False,Earth,55 Cancri e,False,F,505,S,34.0,False,560.0,492.0,0.0,13.0,55.0,0.0
2624_01,2624,1,False,Earth,TRAPPIST-1e,False,F,542,P,15.0,False,878.0,0.0,0.0,875.0,3.0,0.0
2625_01,2625,2,True,Earth,TRAPPIST-1e,True,G,426,P,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2625_02,2625,2,False,Earth,TRAPPIST-1e,False,E,160,P,22.0,False,1620.0,0.0,1.0,271.0,0.0,1348.0
2626_01,2626,1,False,Earth,TRAPPIST-1e,False,F,543,P,19.0,False,716.0,232.0,0.0,479.0,0.0,5.0
2627_01,2627,1,False,Earth,PSO J318.5-22,False,F,544,P,40.0,True,688.0,0.0,228.0,5.0,454.0,1.0
2628_01,2628,2,True,Europa,55 Cancri e,True,A,21,P,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2628_02,2628,2,False,Europa,55 Cancri e,False,A,21,P,51.0,False,2158.0,0.0,6.0,0.0,2085.0,67.0
2629_01,2629,1,False,Earth,TRAPPIST-1e,False,G,427,P,22.0,False,807.0,91.0,6.0,0.0,17.0,693.0
2631_01,2631,1,True,Mars,55 Cancri e,True,F,545,P,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2633_01,2633,1,False,Earth,55 Cancri e,False,G,428,P,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2634_01,2634,1,True,Mars,TRAPPIST-1e,True,F,508,S,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2635_01,2635,1,True,Mars,TRAPPIST-1e,False,D,78,P,18.0,False,1968.0,1867.0,0.0,29.0,72.0,0.0
2636_01,2636,1,False,Earth,TRAPPIST-1e,False,G,419,S,22.0,False,2017.0,1209.0,0.0,137.0,671.0,0.0
2638_01,2638,1,False,Earth,TRAPPIST-1e,False,E,181,S,26.0,False,788.0,0.0,29.0,0.0,759.0,0.0
2640_01,2640,1,False,Earth,TRAPPIST-1e,False,F,510,S,19.0,False,1051.0,0.0,0.0,0.0,0.0,1051.0
2641_01,2641,1,False,Earth,PSO J318.5-22,True,G,420,S,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2642_01,2642,1,False,Earth,TRAPPIST-1e,False,G,430,P,24.0,False,810.0,0.0,0.0,17.0,0.0,793.0
2643_01,2643,1,False,Earth,PSO J318.5-22,False,F,511,S,34.0,False,867.0,122.0,0.0,6.0,739.0,0.0
2645_01,2645,5,True,Europa,TRAPPIST-1e,False,C,95,S,55.0,False,3710.0,0.0,815.0,1558.0,3.0,1334.0
2645_02,2645,5,False,Europa,TRAPPIST-1e,False,C,95,S,42.0,False,15601.0,3.0,2174.0,0.0,10860.0,2564.0
2645_03,2645,5,True,Europa,TRAPPIST-1e,True,C,95,S,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2645_04,2645,5,True,Europa,55 Cancri e,False,C,95,S,28.0,False,6045.0,0.0,3053.0,0.0,839.0,2153.0
2645_05,2645,5,True,Europa,55 Cancri e,True,C,95,S,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2646_01,2646,1,False,Europa,55 Cancri e,False,B,80,P,33.0,False,9834.0,0.0,286.0,1795.0,712.0,7041.0
2647_01,2647,1,False,Earth,TRAPPIST-1e,False,F,547,P,24.0,False,704.0,0.0,0.0,0.0,636.0,68.0
2648_01,2648,1,False,Earth,TRAPPIST-1e,False,G,421,S,23.0,False,809.0,490.0,313.0,0.0,6.0,0.0
2649_01,2649,1,False,Mars,TRAPPIST-1e,False,D,79,P,16.0,False,2717.0,46.0,0.0,1994.0,0.0,677.0
2650_01,2650,1,False,Earth,TRAPPIST-1e,True,G,431,P,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2651_01,2651,1,True,Europa,55 Cancri e,True,B,100,S,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2652_01,2652,1,True,Earth,TRAPPIST-1e,False,F,513,S,22.0,False,702.0,0.0,0.0,670.0,0.0,32.0
2655_01,2655,1,False,Earth,TRAPPIST-1e,True,G,422,S,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2657_01,2657,1,False,Earth,TRAPPIST-1e,False,F,514,S,20.0,False,715.0,0.0,27.0,1.0,686.0,1.0
2658_01,2658,1,False,Earth,TRAPPIST-1e,False,F,549,P,21.0,True,2429.0,366.0,1136.0,795.0,132.0,0.0
2659_01,2659,1,True,Mars,TRAPPIST-1e,False,E,182,S,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2660_01,2660,1,False,Earth,TRAPPIST-1e,False,F,550,P,27.0,False,1218.0,0.0,0.0,1.0,2.0,1215.0
2661_01,2661,2,False,Earth,TRAPPIST-1e,False,F,515,S,19.0,False,758.0,1.0,4.0,0.0,750.0,3.0
2661_02,2661,2,True,Earth,TRAPPIST-1e,True,G,423,S,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2662_01,2662,1,False,Mars,55 Cancri e,False,F,551,P,34.0,False,2663.0,1722.0,4.0,937.0,0.0,0.0
2663_01,2663,1,True,Earth,55 Cancri e,False,F,552,P,13.0,False,815.0,0.0,0.0,0.0,4.0,811.0
2664_01,2664,1,True,Mars,PSO J318.5-22,True,E,183,S,71.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2666_01,2666,2,False,Mars,TRAPPIST-1e,True,E,184,S,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2666_02,2666,2,False,Mars,55 Cancri e,False,E,184,S,18.0,False,2134.0,1874.0,0.0,260.0,0.0,0.0
2668_01,2668,2,False,Earth,55 Cancri e,False,F,516,S,23.0,False,2902.0,29.0,34.0,1.0,2838.0,0.0
2668_02,2668,2,False,Earth,55 Cancri e,False,G,424,S,34.0,False,705.0,0.0,382.0,0.0,87.0,236.0
2670_01,2670,1,False,Earth,TRAPPIST-1e,False,G,432,P,20.0,False,809.0,4.0,790.0,0.0,15.0,0.0
2671_01,2671,1,False,Earth,55 Cancri e,False,F,554,P,17.0,False,797.0,0.0,33.0,0.0,56.0,708.0
2672_01,2672,1,False,Earth,PSO J318.5-22,False,F,555,P,21.0,False,1277.0,970.0,0.0,213.0,8.0,86.0
2675_01,2675,1,True,Europa,TRAPPIST-1e,False,C,97,S,33.0,False,6802.0,0.0,1554.0,3813.0,0.0,1435.0
2676_01,2676,1,True,Europa,55 Cancri e,False,B,81,P,34.0,False,6790.0,3551.0,1284.0,1865.0,90.0,0.0
2677_01,2677,1,False,Europa,TRAPPIST-1e,False,D,90,S,51.0,False,2338.0,0.0,302.0,0.0,1367.0,669.0
2678_01,2678,1,True,Earth,TRAPPIST-1e,False,F,517,S,21.0,False,690.0,0.0,680.0,0.0,10.0,0.0
2679_01,2679,1,False,Earth,TRAPPIST-1e,True,G,426,S,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2682_01,2682,1,False,Earth,TRAPPIST-1e,False,G,434,P,31.0,False,888.0,880.0,0.0,0.0,8.0,0.0
2683_01,2683,1,True,Europa,TRAPPIST-1e,False,A,32,S,36.0,False,1303.0,2.0,1297.0,0.0,4.0,0.0
2684_01,2684,1,False,Europa,TRAPPIST-1e,False,B,83,P,39.0,False,21839.0,0.0,7116.0,0.0,13208.0,1515.0
2685_01,2685,1,False,Earth,TRAPPIST-1e,False,G,435,P,26.0,False,907.0,886.0,0.0,0.0,0.0,21.0
2687_01,2687,1,True,Earth,TRAPPIST-1e,False,F,556,P,51.0,False,1390.0,0.0,1347.0,0.0,43.0,0.0
2688_01,2688,1,False,Earth,TRAPPIST-1e,False,F,557,P,24.0,False,797.0,13.0,193.0,0.0,0.0,591.0
2690_01,2690,1,True,Earth,55 Cancri e,False,E,185,S,27.0,False,719.0,339.0,104.0,116.0,160.0,0.0
2691_01,2691,1,False,Earth,TRAPPIST-1e,False,F,558,P,31.0,False,803.0,0.0,243.0,1.0,559.0,0.0
2692_01,2692,1,False,Earth,TRAPPIST-1e,False,F,1467,P,24.0,False,716.0,0.0,0.0,21.0,0.0,695.0
2693_01,2693,4,False,Europa,TRAPPIST-1e,False,A,22,P,57.0,False,2979.0,0.0,1514.0,0.0,72.0,1393.0
2693_02,2693,4,False,Europa,55 Cancri e,False,A,22,P,36.0,True,2195.0,11.0,79.0,0.0,210.0,1895.0
2693_03,2693,4,False,Europa,TRAPPIST-1e,False,A,22,P,55.0,False,3133.0,0.0,846.0,0.0,263.0,2024.0
2693_04,2693,4,False,Europa,55 Cancri e,True,A,22,P,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2695_01,2695,1,False,Mars,TRAPPIST-1e,False,E,186,S,18.0,False,955.0,947.0,0.0,4.0,4.0,0.0
2697_01,2697,1,False,Mars,TRAPPIST-1e,False,D,91,S,27.0,True,2384.0,1893.0,487.0,4.0,0.0,0.0
2698_01,2698,1,False,Europa,TRAPPIST-1e,False,C,94,P,50.0,False,4588.0,0.0,2684.0,0.0,153.0,1751.0
2700_01,2700,1,False,Earth,TRAPPIST-1e,False,F,520,S,24.0,False,714.0,45.0,138.0,1.0,0.0,530.0
2701_01,2701,1,True,Earth,PSO J318.5-22,True,G,428,S,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2702_01,2702,1,True,Earth,TRAPPIST-1e,True,G,437,P,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2703_01,2703,1,False,Earth,TRAPPIST-1e,False,G,429,S,18.0,False,627.0,0.0,617.0,0.0,0.0,10.0
2704_01,2704,1,False,Earth,TRAPPIST-1e,False,F,521,S,44.0,False,1527.0,1178.0,1.0,348.0,0.0,0.0
2706_01,2706,1,True,Europa,55 Cancri e,True,B,102,S,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2707_01,2707,2,True,Europa,TRAPPIST-1e,False,B,103,S,58.0,False,3467.0,1113.0,1650.0,0.0,194.0,510.0
2707_02,2707,2,True,Europa,PSO J318.5-22,True,B,103,S,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2708_01,2708,1,True,Earth,PSO J318.5-22,False,F,522,S,23.0,False,600.0,3.0,548.0,37.0,0.0,12.0
2709_01,2709,4,True,Mars,TRAPPIST-1e,True,F,523,S,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2709_02,2709,4,True,Mars,TRAPPIST-1e,False,F,523,S,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2709_03,2709,4,False,Mars,TRAPPIST-1e,False,F,523,S,33.0,False,2364.0,361.0,0.0,381.0,1622.0,0.0
2709_04,2709,4,True,Mars,TRAPPIST-1e,False,F,523,S,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0
2712_01,2712,1,True,Europa,TRAPPIST-1e,True,B,105,S,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2713_01,2713,1,True,Earth,TRAPPIST-1e,True,G,438,P,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2714_01,2714,1,False,Earth,55 Cancri e,False,F,561,P,59.0,True,2057.0,269.0,1776.0,0.0,0.0,12.0
2717_01,2717,1,False,Earth,TRAPPIST-1e,False,G,431,S,18.0,False,888.0,130.0,0.0,13.0,191.0,554.0
2718_01,2718,1,True,Europa,TRAPPIST-1e,True,B,106,S,72.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2720_01,2720,3,False,Earth,PSO J318.5-22,False,G,439,P,23.0,False,3560.0,171.0,2373.0,1.0,30.0,985.0
2720_02,2720,3,False,Earth,TRAPPIST-1e,False,G,439,P,11.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2720_03,2720,3,True,Earth,TRAPPIST-1e,True,G,439,P,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2721_01,2721,1,False,Earth,PSO J318.5-22,False,F,563,P,25.0,False,826.0,21.0,746.0,55.0,0.0,4.0
2722_01,2722,1,True,Mars,55 Cancri e,True,D,93,S,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2723_01,2723,2,True,Europa,TRAPPIST-1e,True,C,99,S,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2723_02,2723,2,True,Europa,TRAPPIST-1e,False,C,99,S,54.0,False,6790.0,0.0,5876.0,0.0,0.0,914.0
2724_01,2724,2,True,Mars,55 Cancri e,True,F,564,P,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2724_02,2724,2,False,Mars,TRAPPIST-1e,False,F,564,P,48.0,False,1286.0,1200.0,0.0,38.0,48.0,0.0
2725_01,2725,1,False,Earth,TRAPPIST-1e,False,F,565,P,40.0,False,634.0,0.0,0.0,362.0,272.0,0.0
2726_01,2726,1,False,Earth,TRAPPIST-1e,True,G,440,P,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2727_01,2727,1,False,Earth,TRAPPIST-1e,False,F,525,S,32.0,False,867.0,0.0,9.0,11.0,784.0,63.0
2729_01,2729,1,True,Earth,TRAPPIST-1e,True,G,432,S,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2730_01,2730,3,True,Earth,TRAPPIST-1e,True,G,433,S,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2730_02,2730,3,False,Earth,TRAPPIST-1e,False,F,527,S,16.0,False,2921.0,0.0,1115.0,0.0,1674.0,132.0
2730_03,2730,3,True,Earth,TRAPPIST-1e,True,G,433,S,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2732_01,2732,2,True,Earth,55 Cancri e,True,G,435,S,16.0,True,0.0,0.0,0.0,0.0,0.0,0.0
2732_02,2732,2,False,Earth,55 Cancri e,False,G,435,S,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2734_01,2734,1,True,Mars,TRAPPIST-1e,False,F,567,P,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2736_01,2736,1,False,Mars,TRAPPIST-1e,False,D,81,P,27.0,True,1737.0,1709.0,4.0,24.0,0.0,0.0
2737_01,2737,2,True,Europa,55 Cancri e,False,C,100,S,45.0,False,2264.0,0.0,726.0,0.0,281.0,1257.0
2737_02,2737,2,False,Europa,TRAPPIST-1e,False,C,100,S,26.0,False,6771.0,2381.0,1772.0,0.0,0.0,2618.0
2738_01,2738,1,False,Mars,TRAPPIST-1e,False,E,187,S,29.0,False,1049.0,1049.0,0.0,0.0,0.0,0.0
2739_01,2739,1,True,Earth,PSO J318.5-22,True,G,442,P,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2740_01,2740,1,True,Earth,TRAPPIST-1e,False,E,163,P,19.0,False,505.0,1.0,143.0,0.0,254.0,107.0
2741_01,2741,1,False,Mars,TRAPPIST-1e,False,E,164,P,43.0,False,1298.0,471.0,0.0,133.0,2.0,692.0
2743_01,2743,1,False,Earth,TRAPPIST-1e,False,F,528,S,15.0,False,759.0,746.0,0.0,2.0,0.0,11.0
2745_01,2745,1,False,Mars,TRAPPIST-1e,False,F,568,P,31.0,False,1821.0,1511.0,0.0,310.0,0.0,0.0
2746_01,2746,1,False,Mars,TRAPPIST-1e,False,F,569,P,52.0,False,1119.0,758.0,0.0,356.0,5.0,0.0
2747_01,2747,1,True,Mars,TRAPPIST-1e,True,F,570,P,49.0,True,0.0,0.0,0.0,0.0,0.0,0.0
2748_01,2748,1,True,Earth,55 Cancri e,False,F,529,S,29.0,False,691.0,143.0,548.0,0.0,0.0,0.0
2750_01,2750,1,True,Earth,TRAPPIST-1e,False,F,571,P,18.0,True,790.0,600.0,0.0,0.0,179.0,11.0
2751_01,2751,1,True,Mars,TRAPPIST-1e,True,F,530,S,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2752_01,2752,3,False,Earth,TRAPPIST-1e,False,G,444,P,9.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2752_02,2752,3,False,Earth,PSO J318.5-22,True,G,444,P,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2752_03,2752,3,True,Earth,TRAPPIST-1e,False,E,165,P,58.0,False,840.0,0.0,82.0,0.0,758.0,0.0
2753_01,2753,1,False,Earth,PSO J318.5-22,False,E,188,S,39.0,False,907.0,0.0,0.0,0.0,0.0,907.0
2754_01,2754,1,False,Earth,TRAPPIST-1e,False,E,166,P,13.0,False,986.0,911.0,1.0,0.0,74.0,0.0
2755_01,2755,1,True,Europa,55 Cancri e,True,B,85,P,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2756_01,2756,1,False,Mars,55 Cancri e,False,F,572,P,23.0,False,1141.0,253.0,0.0,0.0,888.0,0.0
2758_01,2758,1,True,Earth,PSO J318.5-22,True,G,446,P,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2759_01,2759,1,False,Earth,TRAPPIST-1e,False,E,167,P,33.0,False,994.0,0.0,0.0,170.0,14.0,810.0
2760_01,2760,3,False,Earth,TRAPPIST-1e,True,G,438,S,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2760_02,2760,3,False,Earth,TRAPPIST-1e,True,G,438,S,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2760_03,2760,3,True,Earth,TRAPPIST-1e,True,G,438,S,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
2762_01,2762,2,False,Earth,TRAPPIST-1e,False,G,439,S,36.0,False,885.0,625.0,0.0,260.0,0.0,0.0
2762_02,2762,2,False,Earth,55 Cancri e,False,G,439,S,15.0,False,444.0,254.0,0.0,10.0,180.0,0.0
2763_01,2763,1,True,Earth,TRAPPIST-1e,False,E,168,P,31.0,False,859.0,91.0,756.0,0.0,0.0,12.0
2764_01,2764,1,True,Earth,TRAPPIST-1e,False,E,189,S,42.0,False,1588.0,0.0,0.0,213.0,166.0,1209.0
2765_01,2765,1,False,Mars,TRAPPIST-1e,False,F,532,S,27.0,False,1503.0,1502.0,1.0,0.0,0.0,0.0
2768_01,2768,3,True,Earth,TRAPPIST-1e,False,F,533,S,36.0,False,133.0,123.0,3.0,0.0,7.0,0.0
2768_02,2768,3,False,Earth,TRAPPIST-1e,False,G,442,S,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
